date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
03:44:32	2090350/2090350	---M--	200	added ('OK')	audio/mpeg	date:Fri,%2001%20Oct%202021%2001:41:40%20GMT	https://kantiandri.datengdong.com/uploads/musics/eruiAWb6bE.mp3	C:/Users/anjar/Documents/httrack/Weeding/Weeding/kantiandri.datengdong.com/uploads/musics/eruiAWb6bE.mp3	(from https://kantiandri.datengdong.com/)
03:44:32	4677/4677	---M--	200	added ('OK')	image/jpeg	date:Sun,%2007%20Nov%202021%2010:49:01%20GMT	https://kantiandri.datengdong.com/images/payment/btpn.jpg	C:/Users/anjar/Documents/httrack/Weeding/Weeding/kantiandri.datengdong.com/images/payment/btpn.jpg	(from https://kantiandri.datengdong.com/)
03:44:32	88145/88145	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03ec4-15851%22	https://cdnjs.cloudflare.com/ajax/libs/jquery/3.4.1/jquery.min.js	C:/Users/anjar/Documents/httrack/Weeding/Weeding/cdnjs.cloudflare.com/ajax/libs/jquery/3.4.1/jquery.min.js	(from https://kantiandri.datengdong.com/)
03:44:33	60010/60010	---M-Z	200	added ('OK')	application/javascript	etag:%225eb04010-ea6a%22	https://cdnjs.cloudflare.com/ajax/libs/twitter-bootstrap/4.4.1/js/bootstrap.min.js	C:/Users/anjar/Documents/httrack/Weeding/Weeding/cdnjs.cloudflare.com/ajax/libs/twitter-bootstrap/4.4.1/js/bootstrap.min.js	(from https://kantiandri.datengdong.com/)
03:44:34	12628/12628	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03fd2-3154%22	https://cdnjs.cloudflare.com/ajax/libs/simplelightbox/1.17.3/simple-lightbox.min.js	C:/Users/anjar/Documents/httrack/Weeding/Weeding/cdnjs.cloudflare.com/ajax/libs/simplelightbox/1.17.3/simple-lightbox.min.js	(from https://kantiandri.datengdong.com/)
03:44:34	14239/14239	---MCZ	200	added ('OK')	application/javascript	etag:%22379f-cNv9OKDx/DsafZ+tq1h4ZITDTxc%22	https://unpkg.com/aos@2.3.1/dist/aos.js	C:/Users/anjar/Documents/httrack/Weeding/Weeding/unpkg.com/aos@2.3.1/dist/aos.js	(from https://kantiandri.datengdong.com/)
03:44:35	34505/34505	---MCZ	200	added ('OK')	text/css	etag:W/%22cdcdf7547a296a9e24ddb81b86256a43%22	https://cdn.plyr.io/3.6.8/plyr.css	C:/Users/anjar/Documents/httrack/Weeding/Weeding/cdn.plyr.io/3.6.8/plyr.css	(from https://kantiandri.datengdong.com/)
03:44:36	108506/108506	---MCZ	200	added ('OK')	application/javascript	etag:W/%2288ec1af9f00edcc45977d0b1a6d0f54d%22	https://cdn.plyr.io/3.6.8/plyr.js	C:/Users/anjar/Documents/httrack/Weeding/Weeding/cdn.plyr.io/3.6.8/plyr.js	(from https://kantiandri.datengdong.com/)
03:44:37	409/409	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2023%20May%202021%2015:03:08%20GMT	https://kantiandri.datengdong.com/js/musicv2.js?v=1.0.0	C:/Users/anjar/Documents/httrack/Weeding/Weeding/kantiandri.datengdong.com/js/musicv2e209.js	(from https://kantiandri.datengdong.com/)
03:44:37	44342/44342	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03cf0-ad36%22	https://cdnjs.cloudflare.com/ajax/libs/OwlCarousel2/2.3.4/owl.carousel.min.js	C:/Users/anjar/Documents/httrack/Weeding/Weeding/cdnjs.cloudflare.com/ajax/libs/OwlCarousel2/2.3.4/owl.carousel.min.js	(from https://kantiandri.datengdong.com/)
03:44:37	1714/1714	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2019%20May%202021%2005:46:08%20GMT	https://kantiandri.datengdong.com/themes/dancingpiano/custom.js	C:/Users/anjar/Documents/httrack/Weeding/Weeding/kantiandri.datengdong.com/themes/dancingpiano/custom.js	(from https://kantiandri.datengdong.com/)
03:44:38	2577/2577	---M-Z	200	added ('OK')	image/png	etag:%225eb03cf0-a11%22	https://cdnjs.cloudflare.com/ajax/libs/OwlCarousel2/2.3.4/assets/owl.video.play.png	C:/Users/anjar/Documents/httrack/Weeding/Weeding/cdnjs.cloudflare.com/ajax/libs/OwlCarousel2/2.3.4/assets/owl.video.play.png	(from https://cdnjs.cloudflare.com/ajax/libs/OwlCarousel2/2.3.4/assets/owl.carousel.min.css)
03:44:38	41726/41726	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2015:38:34%20GMT	https://kantiandri.datengdong.com/themes/dancingpiano/images/bg.jpeg	C:/Users/anjar/Documents/httrack/Weeding/Weeding/kantiandri.datengdong.com/themes/dancingpiano/images/bg.jpg	(from https://kantiandri.datengdong.com/themes/dancingpiano/style.css?v=1.0.6)
03:44:39	1102/1102	---M--	200	added ('OK')	image/png	date:Fri,%2030%20Apr%202021%2015:38:34%20GMT	https://kantiandri.datengdong.com/themes/dancingpiano/images/bg-gradient.png	C:/Users/anjar/Documents/httrack/Weeding/Weeding/kantiandri.datengdong.com/themes/dancingpiano/images/bg-gradient.png	(from https://kantiandri.datengdong.com/themes/dancingpiano/style.css?v=1.0.6)
03:44:39	16630/16630	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2015:38:34%20GMT	https://kantiandri.datengdong.com/themes/dancingpiano/images/bg1.jpeg	C:/Users/anjar/Documents/httrack/Weeding/Weeding/kantiandri.datengdong.com/themes/dancingpiano/images/bg1.jpg	(from https://kantiandri.datengdong.com/themes/dancingpiano/style.css?v=1.0.6)
